City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Date
291,Tyumentsevo,RU,53.3224,81.498,41.68,55,95,9.98,2021-10-21 00:48:28
292,Kormilovka,RU,55.0026,74.1028,38.95,56,100,9.42,2021-10-21 00:48:28
293,Krasnokamensk,RU,50.0979,118.0369,28.04,79,5,3.27,2021-10-21 00:48:29
294,Abonnema,NG,4.7084,6.7931,76.32,91,98,1.57,2021-10-21 00:48:29
295,Gasan,PH,13.3237,121.8467,82.11,79,52,4.81,2021-10-21 00:48:30
296,Karratha,AU,-20.7377,116.8463,80.6,27,0,6.4,2021-10-21 00:48:30
297,Cayenne,GF,4.9333,-52.3333,83.08,81,0,5.01,2021-10-21 00:48:31
298,Stykkisholmur,IS,65.0757,-22.7297,39.25,76,100,16.69,2021-10-21 00:48:31
299,Ossora,RU,59.2353,163.0719,22.41,58,81,9.64,2021-10-21 00:48:31
300,Taruma,BR,-22.7467,-50.5772,62.8,72,0,12.15,2021-10-21 00:48:32
301,Mastung,PK,29.7994,66.845,59.52,23,0,1.92,2021-10-21 00:48:32
302,Maniitsoq,GL,65.4167,-52.9,32.68,70,7,14.25,2021-10-21 00:48:33
303,Mudhol,IN,16.35,75.2833,72.37,73,99,6.53,2021-10-21 00:48:33
304,Carpinteria,US,34.3989,-119.5185,69.82,68,100,4.83,2021-10-21 00:48:20
305,Te Anau,NZ,-45.4167,167.7167,51.91,66,15,3.22,2021-10-21 00:48:34
306,Foumban,CM,5.7291,10.9001,62.53,96,100,2.68,2021-10-21 00:48:35
307,Sojat,IN,25.9167,73.6667,70.05,55,0,7.65,2021-10-21 00:48:35
308,Esperance,AU,-33.8667,121.9,62.44,60,3,20.07,2021-10-21 00:48:35
309,Isla Vista,US,34.4133,-119.861,69.42,72,1,12.66,2021-10-21 00:48:37
310,Ghanzi,BW,-21.5667,21.7833,68.59,48,99,6.8,2021-10-21 00:48:38
311,Ancud,CL,-41.8697,-73.8203,51.33,88,100,8.97,2021-10-21 00:48:38
312,Yerbogachen,RU,61.2767,108.0108,36.09,87,100,9.82,2021-10-21 00:48:39
313,San Ignacio,BZ,17.1561,-89.0714,80.74,89,40,6.91,2021-10-21 00:48:39
314,Yvetot,FR,49.6174,0.7581,52.93,85,100,25.08,2021-10-21 00:48:40
315,Brae,GB,60.3964,-1.353,42.71,61,88,32.77,2021-10-21 00:48:41
316,Kalmunai,LK,7.4167,81.8167,79.38,83,87,7.05,2021-10-21 00:48:41
317,Tingo Maria,PE,-9.2895,-76.0088,69.46,92,53,1.68,2021-10-21 00:48:42
318,Kupang,ID,-10.1667,123.5833,86.58,74,20,6.91,2021-10-21 00:48:42
319,Coquimbo,CL,-29.9533,-71.3436,56.93,76,0,5.75,2021-10-21 00:48:42
320,Ankang,CN,32.68,109.0172,49.82,85,100,0.69,2021-10-21 00:48:43
321,Sisophon,KH,13.5859,102.9737,77.86,91,100,1.61,2021-10-21 00:48:43
322,Roebourne,AU,-20.7833,117.1333,80.64,26,0,6.13,2021-10-21 00:48:44
323,Bairiki,KI,1.3292,172.9752,87.8,62,20,13.8,2021-10-21 00:48:44
324,Namatanai,PG,-3.6667,152.4333,84.69,70,68,5.84,2021-10-21 00:48:45
325,Dali,CN,25.7,100.1833,61.29,94,100,3.47,2021-10-21 00:48:45
326,New Norfolk,AU,-42.7826,147.0587,68.72,46,100,3.0,2021-10-21 00:48:46
327,Bayevo,RU,53.2833,80.7667,40.46,57,100,7.76,2021-10-21 00:48:46
328,Igrim,RU,63.1906,64.4162,30.16,86,17,4.03,2021-10-21 00:48:47
329,Paamiut,GL,61.994,-49.6678,35.8,50,0,1.81,2021-10-21 00:48:47
330,Miri,MY,4.4148,114.0089,77.14,88,20,3.44,2021-10-21 00:48:47
331,Ust-Omchug,RU,61.15,149.6333,-4.38,83,10,2.66,2021-10-21 00:48:48
332,Chiredzi,ZW,-21.05,31.6667,60.24,68,5,3.67,2021-10-21 00:48:48
333,Namibe,AO,-15.1961,12.1522,65.25,89,66,9.66,2021-10-21 00:48:49
334,Puerto Ayacucho,VE,5.6639,-67.6236,75.06,91,100,2.46,2021-10-21 00:48:49
335,Lubbock,US,33.6001,-101.8338,73.65,25,1,0.0,2021-10-21 00:46:17
336,Kaitangata,NZ,-46.2817,169.8464,53.38,54,20,7.58,2021-10-21 00:48:50
337,Port Hueneme,US,34.1478,-119.1951,74.48,66,1,18.41,2021-10-21 00:48:50
338,Fallon,US,39.4735,-118.7774,65.43,26,75,6.91,2021-10-21 00:48:51
339,Sola,VU,-13.8833,167.55,86.67,79,90,8.05,2021-10-21 00:48:51
340,Cuamba,MZ,-14.8031,36.5372,67.35,78,100,4.07,2021-10-21 00:48:52
341,Katsuura,JP,35.1333,140.3,64.18,59,100,9.66,2021-10-21 00:48:52
342,Eureka,US,40.8021,-124.1637,64.2,66,87,3.0,2021-10-21 00:48:52
343,Cherskiy,RU,68.75,161.3,-1.89,100,100,5.28,2021-10-21 00:48:53
344,Asfi,MA,32.2994,-9.2372,67.73,95,100,8.66,2021-10-21 00:48:53
345,Shelabolikha,RU,53.4131,82.6167,42.26,51,89,10.69,2021-10-21 00:48:54
346,Kapuskasing,CA,49.4169,-82.4331,33.89,75,90,8.05,2021-10-21 00:48:54
347,Ostrovnoy,RU,68.0531,39.5131,31.73,73,100,18.12,2021-10-21 00:48:55
348,Taoudenni,ML,22.6783,-3.9836,73.89,27,0,12.57,2021-10-21 00:48:55
349,Deputatskiy,RU,69.3,139.9,2.91,96,99,1.16,2021-10-21 00:48:56
350,Opuwo,NA,-18.0607,13.84,63.77,43,4,2.75,2021-10-21 00:48:56
351,Taltal,CL,-25.4,-70.4833,59.83,74,0,4.79,2021-10-21 00:48:56
352,Nanortalik,GL,60.1432,-45.2371,36.52,57,0,3.33,2021-10-21 00:48:57
353,Safford,US,32.834,-109.7076,83.32,15,1,0.0,2021-10-21 00:48:57
354,Spirit River,CA,55.7833,-118.8361,45.03,67,0,2.95,2021-10-21 00:48:58
355,La Ronge,CA,55.1001,-105.2842,41.25,52,40,8.05,2021-10-21 00:48:58
356,Kehychivka,UA,49.2866,35.7615,46.62,84,94,16.28,2021-10-21 00:48:59
357,Dhidhdhoo,MV,6.8833,73.1,81.77,75,100,10.31,2021-10-21 00:48:59
358,Lexington,US,37.9887,-84.4777,62.49,75,1,6.91,2021-10-21 00:47:37
359,Hovin,NO,63.1055,10.225,42.84,86,100,1.7,2021-10-21 00:49:00
360,Linxia,CN,35.6003,103.2064,41.45,71,98,1.88,2021-10-21 00:49:01
361,Ladario,BR,-19.0047,-57.6017,79.79,34,78,4.23,2021-10-21 00:49:01
362,Kidal,ML,18.4411,1.4078,79.72,17,0,10.22,2021-10-21 00:49:03
363,Henties Bay,NA,-22.116,14.2845,59.86,95,69,9.75,2021-10-21 00:49:04
364,Inuvik,CA,68.3499,-133.7218,29.16,83,75,2.3,2021-10-21 00:49:04
365,Alofi,NU,-19.0595,-169.9187,80.49,57,99,18.41,2021-10-21 00:49:04
366,Palestine,PS,31.9216,35.2033,60.22,92,57,3.18,2021-10-21 00:49:05
367,Ponta Do Sol,PT,32.6667,-17.1,74.03,79,99,6.96,2021-10-21 00:49:05
368,Haines Junction,CA,60.7522,-137.5108,35.55,93,88,1.14,2021-10-21 00:49:06
369,Tabuk,PH,17.4189,121.4443,79.93,82,57,3.62,2021-10-21 00:49:06
370,Korsakov,RU,46.6328,142.7813,37.24,62,100,13.38,2021-10-21 00:49:06
371,Safaga,EG,26.7292,33.9365,73.35,52,0,20.58,2021-10-21 00:49:07
372,Fortuna,US,40.5982,-124.1573,64.18,68,20,4.0,2021-10-21 00:49:07
373,Bartica,GY,6.4,-58.6167,79.12,93,6,2.77,2021-10-21 00:49:08
374,Sapernoye,RU,60.7167,29.9505,53.2,95,100,14.92,2021-10-21 00:49:08
375,Seoul,KR,37.5683,126.9778,47.64,81,0,2.3,2021-10-21 00:44:10
376,Ziarat,PK,30.3823,67.7282,52.68,23,0,4.5,2021-10-21 00:49:09
377,Ipixuna,BR,-1.7625,-48.8043,80.55,91,14,4.47,2021-10-21 00:49:09
378,Mattru,SL,7.6244,-11.8332,73.58,98,100,2.28,2021-10-21 00:49:10
379,Maldonado,UY,-34.6667,-54.9167,58.39,87,0,8.95,2021-10-21 00:49:10
380,Touros,BR,-5.1989,-35.4608,81.5,84,81,9.17,2021-10-21 00:49:11
381,Ayorou,NE,14.7308,0.9174,88.32,37,100,6.33,2021-10-21 00:49:11
382,Tukuyu,TZ,-9.25,33.65,59.79,84,49,2.06,2021-10-21 00:49:12
383,Nioro,GM,13.35,-15.75,75.16,86,93,5.08,2021-10-21 00:49:12
384,Odweyne,SO,9.4092,45.064,71.62,28,7,10.29,2021-10-21 00:49:13
385,Decatur,US,39.8403,-88.9548,71.71,64,1,12.66,2021-10-21 00:46:23
386,Charters Towers,AU,-20.1,146.2667,91.63,27,79,8.16,2021-10-21 00:49:13
387,Puerto Leguizamo,CO,-0.1934,-74.7819,72.32,99,100,2.3,2021-10-21 00:49:14
388,Wenatchee,US,47.4235,-120.3103,59.38,67,20,0.0,2021-10-21 00:49:14
389,Saint-Georges,GD,12.0564,-61.7485,78.48,89,20,11.5,2021-10-21 00:49:15
390,Fairbanks,US,64.8378,-147.7164,41.0,52,75,0.0,2021-10-21 00:49:15
391,Richards Bay,ZA,-28.783,32.0377,62.06,74,1,10.02,2021-10-21 00:49:16
392,Sikonge,TZ,-5.6333,32.7667,69.75,53,78,7.31,2021-10-21 00:49:16
393,Atambua,ID,-9.1061,124.8925,86.63,50,33,2.66,2021-10-21 00:49:17
394,Broome,US,42.2506,-75.833,59.38,70,15,3.42,2021-10-21 00:49:17
395,Port-Gentil,GA,-0.7193,8.7815,77.56,86,100,11.25,2021-10-21 00:49:18
396,Plover,US,44.4564,-89.544,56.39,81,90,10.0,2021-10-21 00:45:08
397,Tantoyuca,MX,21.35,-98.2333,72.95,94,9,5.26,2021-10-21 00:49:19
398,Bayir,TR,37.2687,28.2167,48.72,57,6,2.77,2021-10-21 00:49:20
399,Grand Gaube,MU,-20.0064,57.6608,72.0,82,34,1.01,2021-10-21 00:49:21
400,Esfahan,IR,32.6572,51.6776,42.44,25,32,5.39,2021-10-21 00:49:21
401,Axim,GH,4.8699,-2.2405,77.74,87,100,9.1,2021-10-21 00:49:22
402,Venado,MX,22.9333,-101.0833,68.86,57,1,10.07,2021-10-21 00:46:12
403,Timbiqui,CO,2.7717,-77.6654,75.09,92,81,1.97,2021-10-21 00:49:22
404,Khonsa,IN,27.0167,95.5667,66.74,99,100,2.06,2021-10-21 00:49:23
405,Natal,BR,-5.795,-35.2094,81.25,83,20,6.91,2021-10-21 00:49:24
406,Arcachon,FR,44.5875,-1.0519,62.92,63,0,19.57,2021-10-21 00:49:24
407,San Juan,AR,-31.5375,-68.5364,76.98,16,0,7.45,2021-10-21 00:49:24
408,Adeje,ES,28.1227,-16.726,77.49,49,20,10.36,2021-10-21 00:49:25
409,Swinford,IE,53.95,-8.95,46.33,74,99,15.17,2021-10-21 00:49:25
410,Dudinka,RU,69.4058,86.1778,21.34,90,95,10.42,2021-10-21 00:49:26
411,Saint-Pierre,RE,-21.3393,55.4781,73.04,66,90,4.61,2021-10-21 00:49:26
412,Cardston,CA,49.2,-113.3019,55.69,41,8,6.91,2021-10-21 00:45:26
413,Hasanabad,IR,36.5465,61.0543,59.22,55,55,6.91,2021-10-21 00:49:27
414,Dunedin,NZ,-45.8742,170.5036,55.8,46,100,8.01,2021-10-21 00:47:40
415,Mayskiy,RU,47.6931,40.1025,44.44,72,70,7.58,2021-10-21 00:49:28
416,San Jose,US,37.3394,-121.895,67.26,80,90,10.36,2021-10-21 00:45:10
417,Filingue,NE,14.3521,3.3168,88.21,42,78,8.77,2021-10-21 00:49:29
418,Westport,US,41.1415,-73.3579,71.74,75,1,5.01,2021-10-21 00:49:29
419,Tall Kayf,TR,37.0833,41.0667,60.19,31,20,3.44,2021-10-21 00:49:30
420,Buraydah,SA,26.326,43.975,72.05,32,0,8.05,2021-10-21 00:49:30
421,Lunca Muresului,RO,46.4333,23.9,37.45,75,9,2.33,2021-10-21 00:49:33
422,Svetlogorsk,BY,52.6333,29.7333,52.32,62,100,15.93,2021-10-21 00:49:34
423,Husavik,IS,66.0449,-17.3389,24.71,70,96,14.03,2021-10-21 00:49:34
424,Niamey,NE,13.5137,2.1098,88.09,51,0,8.05,2021-10-21 00:49:35
425,Mehamn,NO,71.0357,27.8492,34.12,61,100,25.28,2021-10-21 00:49:26
426,Udimskiy,RU,61.1417,45.9144,30.2,80,100,14.0,2021-10-21 00:49:37
427,Kotido,UG,2.9806,34.1331,73.35,55,99,16.82,2021-10-21 00:49:38
428,Ellisras,ZA,-23.6649,27.7443,58.5,68,54,4.23,2021-10-21 00:49:38
429,Kindu,CD,-2.95,25.95,68.47,99,91,2.21,2021-10-21 00:49:39
430,Nemuro,JP,43.3236,145.575,48.63,66,100,15.41,2021-10-21 00:49:39
431,Dukat,RU,62.55,155.55,-0.62,87,11,3.36,2021-10-21 00:49:40
432,Smithfield,US,41.922,-71.5495,62.22,88,1,0.0,2021-10-21 00:46:28
433,Baracoa,CU,20.3467,-74.4958,78.8,85,38,5.7,2021-10-21 00:49:40
434,Biltine,TD,14.5333,20.9167,85.19,19,96,12.3,2021-10-21 00:49:41
435,Shimoda,JP,34.6667,138.95,64.76,56,100,11.77,2021-10-21 00:49:41
436,Clyde River,CA,70.4692,-68.5914,24.17,91,97,7.96,2021-10-21 00:49:41
437,Zaysan,KZ,47.4667,84.8667,46.4,31,60,4.61,2021-10-21 00:49:42
438,Kanniyakumari,IN,8.0833,77.5667,76.55,87,100,11.56,2021-10-21 00:49:42
439,Anadyr,RU,64.75,177.4833,23.5,93,90,13.42,2021-10-21 00:49:43
440,Pangai,TO,-19.8,-174.35,76.53,65,100,21.16,2021-10-21 00:49:43
441,Aschersleben,DE,51.75,11.4667,62.94,67,100,21.92,2021-10-21 00:49:44
442,Faya,SA,18.3851,42.4509,60.91,30,26,6.13,2021-10-21 00:49:29
443,Biak,ID,-0.9131,122.8766,83.57,64,32,3.49,2021-10-21 00:49:45
444,Baruun-Urt,MN,46.6806,113.2792,34.34,59,0,7.76,2021-10-21 00:49:45
445,Hambantota,LK,6.1241,81.1185,75.54,100,20,3.44,2021-10-21 00:49:24
446,Bilibino,RU,68.0546,166.4372,4.01,94,100,2.53,2021-10-21 00:49:46
447,Jablah,SY,35.3614,35.9256,64.69,77,20,3.44,2021-10-21 00:49:46
448,Princesa Isabel,BR,-7.7367,-37.9933,78.46,50,93,9.01,2021-10-21 00:49:47
449,Novoorsk,RU,51.381,58.9813,32.65,68,100,15.66,2021-10-21 00:49:47
450,Sao Felix Do Xingu,BR,-6.6447,-51.995,72.9,96,45,0.87,2021-10-21 00:49:47
451,Creel,MX,27.75,-107.6333,55.71,55,90,5.7,2021-10-21 00:49:48
452,Aktas,KZ,49.7789,72.9608,44.35,45,89,10.65,2021-10-21 00:49:48
453,Tsiroanomandidy,MG,-18.7667,46.0333,71.04,64,96,2.37,2021-10-21 00:49:49
454,Hamilton,US,39.1834,-84.5333,64.04,72,1,3.44,2021-10-21 00:49:49
455,Nizhnevartovsk,RU,60.9344,76.5531,35.62,80,0,4.47,2021-10-21 00:49:50
456,Bubaque,GW,11.2833,-15.8333,82.04,78,100,11.61,2021-10-21 00:49:34
457,Antanifotsy,MG,-19.65,47.3167,55.31,93,74,1.83,2021-10-21 00:49:50
458,Karaton,ID,-6.3424,106.1045,83.95,76,84,2.89,2021-10-21 00:49:51
459,Beloha,MG,-25.1667,45.05,68.58,91,99,5.44,2021-10-21 00:49:51
460,Mazara Del Vallo,IT,37.6641,12.588,69.01,78,0,11.3,2021-10-21 00:49:52
461,Matamoros,MX,25.5333,-103.25,80.26,35,0,6.6,2021-10-21 00:49:52
462,Chake Chake,TZ,-5.2459,39.7666,73.8,89,90,6.89,2021-10-21 00:49:53
463,Gweru,ZW,-19.45,29.8167,53.85,86,1,4.83,2021-10-21 00:49:54
464,Zhezkazgan,KZ,47.8043,67.7144,43.41,56,100,14.34,2021-10-21 00:49:55
465,Laguna,US,38.421,-121.4238,70.65,43,40,3.44,2021-10-21 00:49:55
466,Streator,US,41.1209,-88.8354,70.61,72,100,1.01,2021-10-21 00:49:55
467,Lodwar,KE,3.1191,35.5973,81.23,52,32,16.58,2021-10-21 00:49:56
468,Tonj,SS,7.2737,28.6822,70.83,95,100,5.35,2021-10-21 00:49:56
469,Muskogee,US,35.5834,-95.3336,69.96,90,100,3.15,2021-10-21 00:49:57
470,Vizinga,RU,61.0749,50.1031,28.09,80,100,8.37,2021-10-21 00:49:57
471,Havre-Saint-Pierre,CA,50.2334,-63.5986,48.2,81,90,4.61,2021-10-21 00:49:57
472,Sao Joao Da Barra,BR,-21.6403,-41.0511,65.21,90,100,13.02,2021-10-21 00:49:58
473,Barugo,PH,11.3242,124.7383,84.24,74,96,2.33,2021-10-21 00:49:58
474,Carnduff,CA,49.1667,-101.8009,36.25,51,100,4.99,2021-10-21 00:49:59
475,Insar,RU,53.8653,44.3738,32.86,92,100,18.01,2021-10-21 00:49:59
476,Formosa,AR,-26.1775,-58.1781,69.78,56,0,4.61,2021-10-21 00:50:00
477,San Patricio,US,28.017,-97.5169,81.01,72,9,7.05,2021-10-21 00:50:00
478,Sun City West,US,33.662,-112.3413,83.8,29,1,1.01,2021-10-21 00:49:17
479,Ronneby,SE,56.21,15.276,52.3,100,90,8.05,2021-10-21 00:50:01
480,Oriximina,BR,-1.7656,-55.8661,80.47,73,99,3.36,2021-10-21 00:50:02
481,Minsk,BY,53.9,27.5667,51.55,75,100,17.09,2021-10-21 00:48:50
482,Mandapam,IN,9.2833,79.1167,81.12,79,100,9.86,2021-10-21 00:50:04
483,Guerrero Negro,MX,27.9769,-114.0611,66.43,73,0,13.31,2021-10-21 00:45:12
484,Businga,CD,3.3333,20.8833,69.89,100,99,0.63,2021-10-21 00:50:05
485,Cap Malheureux,MU,-19.9842,57.6142,72.09,82,25,1.01,2021-10-21 00:50:06
486,Hit,IQ,33.6416,42.8251,68.9,35,0,9.48,2021-10-21 00:50:07
487,Poum,NC,-20.2333,164.0167,68.52,88,100,14.52,2021-10-21 00:50:08
488,Ballina,AU,-28.8667,153.5667,70.79,89,90,5.75,2021-10-21 00:50:08
489,Salalah,OM,17.0151,54.0924,75.56,79,99,4.9,2021-10-21 00:50:09
490,Kanye,BW,-24.9667,25.3327,57.87,60,100,8.77,2021-10-21 00:50:09
491,Changji,CN,44.0167,87.3167,43.59,52,0,6.71,2021-10-21 00:50:10
492,Puerto Del Rosario,ES,28.5004,-13.8627,71.35,88,0,14.97,2021-10-21 00:50:10
493,Lianzhou,CN,24.7811,112.3825,56.1,90,100,4.79,2021-10-21 00:50:10
494,Raga,SS,8.4596,25.678,69.96,93,100,8.39,2021-10-21 00:50:11
495,Pontianak,ID,-0.0333,109.3333,76.98,94,40,4.61,2021-10-21 00:50:11
496,Rehoboth,NA,-23.3167,17.0833,63.7,73,100,4.54,2021-10-21 00:50:12
497,Riyadh,SA,24.6877,46.7219,73.54,27,0,6.96,2021-10-21 00:49:36
498,Yabassi,CM,4.457,9.9682,72.46,98,100,1.72,2021-10-21 00:50:12
499,Chilakalurupet,IN,16.0833,80.1667,75.25,83,92,4.56,2021-10-21 00:50:13
500,Fare,PF,-16.7,-151.0167,79.14,78,27,9.42,2021-10-21 00:50:13
501,Kaeo,NZ,-35.1,173.7833,60.33,97,100,9.26,2021-10-21 00:50:14
502,Tupik,RU,54.4253,119.9327,31.89,63,87,3.31,2021-10-21 00:50:16
503,Athabasca,CA,54.7169,-113.2854,52.63,38,0,12.48,2021-10-21 00:50:18
504,Rio Grande,BR,-32.035,-52.0986,58.95,65,17,12.19,2021-10-21 00:45:34
505,Port Augusta,AU,-32.5,137.7667,77.7,35,0,7.99,2021-10-21 00:50:27
506,Akom,CM,2.6678,12.7109,67.59,99,100,1.95,2021-10-21 00:50:28
507,Hay River,CA,60.8156,-115.7999,44.58,57,40,8.05,2021-10-21 00:50:29
508,Minna,NG,9.6139,6.5569,73.65,94,97,3.06,2021-10-21 00:50:30
509,Cajati,BR,-24.7361,-48.1228,60.4,99,100,1.88,2021-10-21 00:50:30
510,Bathsheba,BB,13.2167,-59.5167,83.01,78,40,19.57,2021-10-21 00:50:31
511,Gol,NO,60.7014,8.9457,45.57,97,100,4.25,2021-10-21 00:50:31
512,Wuwei,CN,37.9281,102.6414,42.98,40,1,1.28,2021-10-21 00:50:32
513,Bend,US,44.0582,-121.3153,52.27,71,90,1.01,2021-10-21 00:50:32
514,Heihe,CN,50.2441,127.4902,30.78,45,99,5.66,2021-10-21 00:50:33
515,Qurayyat,SA,31.3318,37.3428,60.98,77,0,6.91,2021-10-21 00:50:33
516,Taunggyi,MM,20.7833,97.0333,64.11,94,42,4.38,2021-10-21 00:50:34
517,Tiznit,MA,29.5833,-9.5,71.49,30,42,3.89,2021-10-21 00:50:34
518,Manicore,BR,-5.8092,-61.3003,80.58,71,82,0.89,2021-10-21 00:50:34
519,Kapoeta,SS,4.7717,33.5903,81.36,48,100,10.51,2021-10-21 00:50:35
520,Tuatapere,NZ,-46.1333,167.6833,55.04,52,1,5.77,2021-10-21 00:50:36
521,Puerto Rondon,CO,6.2805,-71.1,78.19,80,11,4.05,2021-10-21 00:50:36
522,Tefe,BR,-3.3542,-64.7114,73.06,98,100,1.59,2021-10-21 00:50:37
523,Akyab,MM,20.15,92.9,80.55,85,96,3.51,2021-10-21 00:50:37
524,Belomorsk,RU,64.5232,34.7668,31.44,96,100,11.07,2021-10-21 00:50:38
525,Sao Geraldo Do Araguaia,BR,-6.4006,-48.555,80.62,68,89,1.86,2021-10-21 00:50:38
526,Kieta,PG,-6.2167,155.6333,85.93,68,76,4.68,2021-10-21 00:50:39
527,Biloela,AU,-24.4167,150.5,82.04,46,100,10.63,2021-10-21 00:50:39
528,Buin,CL,-33.7333,-70.75,62.74,77,0,2.75,2021-10-21 00:46:31
529,Baiyin,CN,36.5583,104.2081,34.68,35,7,1.86,2021-10-21 00:50:40
530,Greece,US,43.2098,-77.6931,61.36,73,75,4.0,2021-10-21 00:50:40
531,Pontes E Lacerda,BR,-15.2261,-59.3353,77.61,66,22,3.31,2021-10-21 00:50:41
532,Makakilo City,US,21.3469,-158.0858,86.32,41,1,9.22,2021-10-21 00:50:41
533,Uinskoye,RU,56.8817,56.5813,28.83,89,11,4.65,2021-10-21 00:50:41
534,Beira,MZ,-19.8436,34.8389,71.69,78,20,8.01,2021-10-21 00:50:42
535,Wewak,PG,-3.5534,143.6268,78.96,83,100,3.58,2021-10-21 00:50:43
536,Kyren,RU,51.6828,102.1408,34.9,62,4,2.68,2021-10-21 00:50:44
537,Portland,US,45.5234,-122.6762,61.38,74,90,1.01,2021-10-21 00:46:12
538,Boende,CD,-0.2167,20.8667,69.28,99,97,1.86,2021-10-21 00:50:45
539,Kayerkan,RU,69.3497,87.7602,22.17,94,100,14.09,2021-10-21 00:50:45
540,Las Vegas,US,36.175,-115.1372,74.08,23,1,3.44,2021-10-21 00:49:21
541,Skovorodino,RU,53.9833,123.9167,35.98,55,22,3.0,2021-10-21 00:50:46
542,Ronne,DK,55.1009,14.7066,57.11,88,20,14.97,2021-10-21 00:50:47
543,Altay,CN,47.8667,88.1167,39.97,41,2,8.99,2021-10-21 00:50:47
544,Port Moresby,PG,-9.4431,147.1797,87.22,70,20,5.75,2021-10-21 00:46:51
545,Ponta Delgada,PT,37.7333,-25.6667,61.52,82,20,5.75,2021-10-21 00:50:48
546,Port Blair,IN,11.6667,92.75,81.39,80,100,4.54,2021-10-21 00:50:49
547,Issia,CI,6.4922,-6.5856,71.24,100,99,2.68,2021-10-21 00:50:49
548,Ambanja,MG,-13.6833,48.45,71.38,87,67,2.39,2021-10-21 00:50:49
549,Zalantun,CN,48.0,122.7167,40.44,51,94,5.44,2021-10-21 00:50:50
550,Pangnirtung,CA,66.1451,-65.7125,28.29,78,16,5.21,2021-10-21 00:50:50
551,Sorochinsk,RU,52.4338,53.1583,31.46,90,94,9.64,2021-10-21 00:50:51
552,Nelspruit,ZA,-25.4745,30.9703,55.69,87,5,0.0,2021-10-21 00:50:51
553,Muzhi,RU,65.3667,64.6667,29.61,87,92,3.2,2021-10-21 00:50:52
554,Thabazimbi,ZA,-24.5917,27.4116,58.21,62,96,4.29,2021-10-21 00:50:52
555,Sortavala,RU,61.7053,30.6918,48.76,98,100,11.48,2021-10-21 00:50:53
556,Kloulklubed,PW,7.0419,134.2556,82.08,71,42,2.62,2021-10-21 00:50:53
557,Paita,PE,-5.0892,-81.1144,65.55,86,69,12.8,2021-10-21 00:50:54
558,Itoman,JP,26.1247,127.6694,75.97,86,75,13.8,2021-10-21 00:50:54
559,Yar-Sale,RU,66.8333,70.8333,28.13,86,25,6.42,2021-10-21 00:50:54
560,Jumla,NP,29.2747,82.1838,50.88,85,2,3.22,2021-10-21 00:50:55
561,Vestmanna,FO,62.1564,-7.1664,40.12,75,75,23.02,2021-10-21 00:50:55
562,Balakhninskiy,RU,58.0106,114.2769,33.12,94,100,4.59,2021-10-21 00:50:56
563,Salinopolis,BR,-0.6136,-47.3561,79.97,81,25,9.78,2021-10-21 00:50:56
564,Ust-Tsilma,RU,65.441,52.1498,30.36,83,100,4.63,2021-10-21 00:50:57
565,Luena,AO,-11.7833,19.9167,61.66,95,90,0.67,2021-10-21 00:50:57
566,Nongpoh,IN,25.9,91.8833,69.37,97,100,2.04,2021-10-21 00:50:58
567,Boden,SE,65.8252,21.6886,30.2,94,100,9.42,2021-10-21 00:50:58
568,Orange,US,33.7,-117.7675,77.34,63,40,1.01,2021-10-21 00:49:00
569,Antalaha,MG,-14.9003,50.2788,66.88,84,23,4.79,2021-10-21 00:50:59
570,Colonia,DE,50.9333,6.95,63.19,80,40,1.99,2021-10-21 00:50:02
571,Chicama,PE,-7.8447,-79.1469,59.54,81,76,6.26,2021-10-21 00:51:00
572,San Rafael,AR,-34.6177,-68.3301,72.28,20,0,11.41,2021-10-21 00:51:01
573,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,76.93,85,11,7.87,2021-10-21 00:51:02
574,Bonthe,SL,7.5264,-12.505,78.42,86,100,7.7,2021-10-21 00:51:03
575,Toora-Khem,RU,52.4675,96.11,25.18,82,6,2.26,2021-10-21 00:51:03
576,Viedma,AR,-40.8135,-62.9967,59.58,61,0,15.35,2021-10-21 00:49:09
577,Myskhako,RU,44.6714,37.7433,42.58,58,10,4.7,2021-10-21 00:51:04
578,Corozal,CO,9.3151,-75.2928,75.58,94,51,6.53,2021-10-21 00:51:05
579,Karpogory,RU,64.0019,44.4451,29.66,78,100,14.79,2021-10-21 00:51:05
580,Tigil,RU,57.8,158.6667,23.83,67,61,11.16,2021-10-21 00:51:06
581,Dublin,US,37.7021,-121.9358,65.12,83,90,1.99,2021-10-21 00:51:06
582,Sakakah,SA,29.9697,40.2064,67.57,39,3,3.29,2021-10-21 00:51:06
583,Abu Samrah,SY,35.3029,37.1841,61.27,72,0,3.56,2021-10-21 00:51:07
584,Katherine,AU,-14.4667,132.2667,93.52,43,41,11.5,2021-10-21 00:51:07
585,Orodara,BF,10.9492,-4.9342,75.58,86,100,4.29,2021-10-21 00:51:08
586,Agua Verde,MX,22.9,-106.05,85.12,82,0,8.05,2021-10-21 00:51:08
587,Vatutinki,RU,55.4983,37.3325,45.03,96,90,15.66,2021-10-21 00:51:09
588,Margate,GB,51.3813,1.3862,51.69,91,100,10.0,2021-10-21 00:51:09
589,Bac Lieu,VN,9.285,105.7244,78.01,87,100,5.95,2021-10-21 00:51:10
